thisRow.t,notes,trial.started,image.started,signal.started,signal.stopped,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.009123042022110894,0.012377833016216755,0.39909466699464247,5.986974708008347,6.001105708011892,pilot,001,2025-11-21_10h30.55.466,untitled,,2025.1.1,None,2025-11-21 10h30.59.590380 -0800,
