thisRow.t,notes,trial.started,image.started,signal.started,signal.stopped,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.008347041992237791,0.014163459010887891,0.40098933401168324,5.992902792000677,6.010942749999231,pilot,001,2025-11-21_10h27.44.536,untitled,,2025.1.1,None,2025-11-21 10h27.49.020941 -0800,
