thisRow.t,notes,trial.started,image.started,lamp.started,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.010334249993320554,0.01298287499230355,0.43879379201098345,6.008662832988193,pilot,001,2025-11-21_10h24.39.900,untitled,,2025.1.1,None,2025-11-21 10h24.43.539602 -0800,
