group_id,item_id,block,item,signal,sem_relatedness,phon_relatedness,path,image_file,thisN,thisTrialN,thisRepN,key_resp.keys,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,thisRow.t,notes,trial.started,text.started,text_2.started,text.stopped,text_2.stopped,image.started,key_resp.started,signal_text.started,image.stopped,signal_text.stopped,key_resp.stopped,trial.stopped,test.key_resp.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
5,5,go,apple,None,none,none,images/006 .bmp,006 .bmp,0,0,0,None,0,0,0,4,0.020750083989696577,,0.017060291982488707,0.020750083989696577,0.4941519169951789,0.5096490840078332,0.9845715840056073,0.9974419589852914,0.9974419589852914,1.3974900839966722,3.0007557919889223,3.0007557919889223,3.0007557919889223,2.991068917006487,None,pilot,001,2025-11-21_10h51.06.702,untitled,,2025.1.1,None,2025-11-21 10h51.10.646699 -0800,
19,19,go-signal,basket,basket,same,same,images/020 .bmp,020 .bmp,1,1,0,None,0,1,1,18,3.0007557919889223,,2.9987536249973346,3.0007557919889223,3.49745279198396,3.49745279198396,3.9858755419845693,3.993864208983723,3.993864208983723,4.393082958995365,5.986415916995611,5.986415916995611,5.986415916995611,5.983051124989288,None,pilot,001,2025-11-21_10h51.06.702,untitled,,2025.1.1,None,2025-11-21 10h51.10.646699 -0800,
21,21,go-signal,basket,basket,same,same,images/020 .bmp,020 .bmp,2,2,0,,0,2,2,20,5.986415916995611,,5.9848191250057425,5.99315658400883,,,,,,,,,,,,,,,,,,,,
