thisRow.t,notes,trial.started,image.started,signal.started,signal.stopped,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.008881999994628131,0.01101608300814405,0.3941653330111876,5.989327791001415,6.007751958008157,pilot,001,2025-11-21_10h28.58.158,untitled,,2025.1.1,None,2025-11-21 10h29.02.004814 -0800,
