thisRow.t,notes,trial.started,text.started,text_2.started,text.stopped,text_2.stopped,image.started,signal.started,image.stopped,signal.stopped,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.008211834006942809,0.045409000013023615,0.49431716700200923,0.5434262500202749,0.9869691250205506,0.9970014170103241,1.398894834012026,2.986010917025851,2.986010917025851,2.98419025001931,pilot,001,2025-11-21_10h36.30.087,untitled,,2025.1.1,None,2025-11-21 10h36.34.221479 -0800,
